Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Reboud, V., Gassenq, A., Pauc, N., Aubin, J., Thai, Q.M., Bertrand, M., Milord, L., Martinez, E., Licitra, C., Rouchon, D., Rothman, J., Pilon, F.A., Zabel, T., Sigg, H., Chelnokov, A., Hartmann, J.M., Calvo, V.","15760878400; 24504127600; 55882882900; 56763629800; 57195516389; 56939954000; 54407025200; 15760500900; 15760039500; 15846990900; 7103209499; 57200202170; 56613066600; 57205905169; 7003324114; 55443040800; 56210597200","Lasing of optically pumped GeSn micro-structures grown on step-graded GeSn buffers",2017,"14th International Conference on Group IV Photonics, GFP 2017",,"", 8082172,13,14,,,10.1109/GROUP4.2017.8082172,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040170548&partnerID=40&md5=7270fac4d2f9432914fbfb17c5310ae4",Conference Paper,Final,,Scopus,2-s2.0-85040170548
"Von Den Driesch, N., Stange, D., Rainko, D., Zaumseil, P., Capellini, G., Hartmann, J.-M., Schroeder, T., Mantl, S., Grutzmacher, D., Buca, D.","56491090500; 56340713000; 57188572097; 7006633363; 6701662530; 55443040800; 55367016300; 7005855154; 7006712657; 6603173682","Epitaxy of direct bandgap group IV heterostructure lasers",2017,"14th International Conference on Group IV Photonics, GFP 2017",,"", 8082253,175,176,,,10.1109/GROUP4.2017.8082253,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040176495&partnerID=40&md5=f228cf48a6c680ea1796ed5dfd020df0",Conference Paper,Final,,Scopus,2-s2.0-85040176495
"Hantal, G., Brochard, L., Pellenq, R.J.-M., Ulm, F.-J., Coasne, B.","16030782200; 7103399801; 7003643112; 7006814528; 6603315250","Role of Interfaces in Elasticity and Failure of Clay-Organic Nanocomposites: Toughening upon Interface Weakening?",2017,"Langmuir",33,"42",,11457,11466,,3,10.1021/acs.langmuir.7b01071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032020081&partnerID=40&md5=1c69d569f8ba1e9d2e71c790865301ac",Article,Final,,Scopus,2-s2.0-85032020081
"Marnat, M., PelPelissier, M., Michely, O., Ros, L.","57200517179; 57200519010; 57200522733; 18635570000","Code properties analysis for the implementation of a modulated wideband converter",2017,"25th European Signal Processing Conference, EUSIPCO 2017",2017-January,"", 8081584,2121,2125,,,10.23919/EUSIPCO.2017.8081584,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041479805&partnerID=40&md5=401ba345cb2c54e8f948f5a96d730a72",Conference Paper,Final,,Scopus,2-s2.0-85041479805
"Kooli, M., Charles, H.-P., Touzet, C., Giraud, B., Noël, J.-P.","56297542600; 24476273000; 57200660540; 24802040500; 55418092600","Software platform dedicated for in-memory computing circuit evaluation",2017,"Proceedings - IEEE International Symposium on Rapid System Prototyping, RSP",,"",,43,49,,1,10.1145/3130265.3130322,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042095461&partnerID=40&md5=66d47f8e1999b790449b62d4240b5887",Conference Paper,Final,,Scopus,2-s2.0-85042095461
"Bellouard, Q., Abanades, S., Rodat, S.","57191981522; 6603568411; 25228156100","Biomass Gasification in an Innovative Spouted-Bed Solar Reactor: Experimental Proof of Concept and Parametric Study",2017,"Energy and Fuels",31,"10",,10933,10945,,9,10.1021/acs.energyfuels.7b01839,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031934059&partnerID=40&md5=b53240236c5e34f81b2c03f751c58f93",Article,Final,,Scopus,2-s2.0-85031934059
"Beutier, G., Collins, S.P., Dimitrova, O.V., Dmitrienko, V.E., Katsnelson, M.I., Kvashnin, Y.O., Lichtenstein, A.I., Mazurenko, V.V., Nisbet, A.G.A., Ovchinnikova, E.N., Pincini, D.","22133675900; 7402535797; 14045054000; 7005884391; 7006676202; 37026343900; 7103110845; 7003720989; 56469007400; 7003977397; 56545670200","Band Filling Control of the Dzyaloshinskii-Moriya Interaction in Weakly Ferromagnetic Insulators",2017,"Physical Review Letters",119,"16", 167201,,,,10,10.1103/PhysRevLett.119.167201,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031917435&partnerID=40&md5=d587fb12682237856b044cb3c5b2f443",Article,Final,Open Access,Scopus,2-s2.0-85031917435
"Hong, S., Lu, X., Lee, Y.-M., Seo, M.S., Ohta, T., Ogura, T., Clémancey, M., Maldivi, P., Latour, J.-M., Sarangi, R., Nam, W.","55615325200; 57194778532; 36546331100; 7101805112; 7403162183; 35351532200; 24576408100; 6603512938; 7006522401; 8595454800; 7006569723","Achieving One-Electron Oxidation of a Mononuclear Nonheme Iron(V)-Imido Complex",2017,"Journal of the American Chemical Society",139,"41",,14372,14375,,11,10.1021/jacs.7b08161,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031759744&partnerID=40&md5=f55090c0196cd81afe0db25e4655c5a5",Article,Final,,Scopus,2-s2.0-85031759744
"Lagorio, E.","14825333400","System on chip architecture for augerprime surface detector electronics upgrade of the pierre auger observatory",2017,"2016 IEEE Nuclear Science Symposium, Medical Imaging Conference and Room-Temperature Semiconductor Detector Workshop, NSS/MIC/RTSD 2016",2017-January,"", 8069731,,,,,10.1109/NSSMIC.2016.8069731,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041741857&partnerID=40&md5=ff053cf5e8ebdae55ae2ecafe4b1ccc3",Conference Paper,Final,,Scopus,2-s2.0-85041741857
"Pugach, N.G., Safonchik, M., Champel, T., Zhitomirsky, M.E., Lähderanta, E., Eschrig, M., Lacroix, C.","8668182100; 6602371350; 6602701276; 7004275599; 55409279100; 6602124903; 55447052200","Superconducting spin valves controlled by spiral re-orientation in B20-family magnets",2017,"Applied Physics Letters",111,"16", 162601,,,,5,10.1063/1.5000315,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032014130&partnerID=40&md5=aeac92caf7bdcc0df0f1a7620d44eabb",Article,Final,,Scopus,2-s2.0-85032014130
"Pavia, Y., Brambilla, A., Rebuffel, V., Létang, J.M., Freud, N., Verger, L.","55837555600; 7103297189; 22935389500; 6601992807; 6603479550; 56385477900","Bayesian tissue decomposition method for spectral mammography",2017,"2016 IEEE Nuclear Science Symposium, Medical Imaging Conference and Room-Temperature Semiconductor Detector Workshop, NSS/MIC/RTSD 2016",2017-January,"", 8069527,,,,,10.1109/NSSMIC.2016.8069527,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041523605&partnerID=40&md5=3197db3cda0997cc5332d17f1540dc75",Conference Paper,Final,,Scopus,2-s2.0-85041523605
"Krimmer, J., Balleyguier, L., Dauvergne, D., Fontana, M., Freud, N., Herault, J., Koumeir, C., Létang, J.M., Mathez, H., Pinto, M., Testa, E., Zoccarato, Y.","6602075839; 56046508500; 6603530959; 57196450046; 6603479550; 7005555987; 34167942700; 6601992807; 6506966899; 56986758100; 23010667900; 15073447400","Absorbed energy monitoring during hadrontherapy via prompt gamma detection",2017,"2016 IEEE Nuclear Science Symposium, Medical Imaging Conference and Room-Temperature Semiconductor Detector Workshop, NSS/MIC/RTSD 2016",2017-January,"", 8069621,,,,,10.1109/NSSMIC.2016.8069621,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041538325&partnerID=40&md5=e61681c90c31c467e7c31b16b212b513",Conference Paper,Final,,Scopus,2-s2.0-85041538325
"Jung, A., Bacholle, S., Barrillon, P., Bayer, J., Bertaina, M., Blin-Bondil, S., Cambursano, S., Casolino, M., Contino, G., Cotto, G., Cummings, A., Dagoret-Campagne, S., Eser, J., Fenu, F., Fornaro, C., Forza, R., Gorodetzky, P., Gregg, R., Hunt, P., Kawasaki, Y., Krantz, H., Larsson, O., Manfrin, M., Mignone, M., Miyamoto, H., Osteria, G., Parizot, E., Piotrowski, L.W., Perfetto, F., Prevot, G., Rabanal, J., Rezazadeh, M., Suino, G., Wiencke, L.","35278357200; 57095018700; 35239631100; 55620482500; 7003775605; 36809123800; 56580411300; 57202566220; 36666134200; 57056171400; 57191287764; 35276940500; 57113600800; 35775140200; 56084537600; 6507667301; 56212496900; 57200574988; 57191288434; 7202934377; 57200574383; 55322831400; 55398844100; 35278804500; 16744014600; 7003394791; 6701340123; 6701644505; 7006428495; 55850450800; 57193095242; 57193097698; 56580342000; 6603517182","Implementation of the first level trigger for ultra-high-energy cosmic ray (UHECR) detection from space with JEM-EUSO: Initial test results",2017,"2016 IEEE Nuclear Science Symposium, Medical Imaging Conference and Room-Temperature Semiconductor Detector Workshop, NSS/MIC/RTSD 2016",2017-January,"", 8069847,,,,,10.1109/NSSMIC.2016.8069847,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041723703&partnerID=40&md5=6936dae864f5f0c76bdfee7f3b3f5fd0",Conference Paper,Final,,Scopus,2-s2.0-85041723703
"Desmaisons, J., Boutonnet, E., Rueff, M., Dufresne, A., Bras, J.","57194632566; 57194638114; 6701680009; 7007123292; 24334120200","A new quality index for benchmarking of different cellulose nanofibrils",2017,"Carbohydrate Polymers",174,"",,318,329,,24,10.1016/j.carbpol.2017.06.032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021321966&partnerID=40&md5=fb4f0e2d3008b4596e0b0dfec4e43ffb",Article,Final,,Scopus,2-s2.0-85021321966
"Milési, F., Coig, M., Lerat, J.-F., Desrues, T., Le Perchec, J., Lanterne, A., Lachal, L., Mazen, F.","8537850400; 56116971700; 54793163500; 24528409300; 8700304300; 55604058700; 6504240484; 6603041248","Homojunction silicon solar cells doping by ion implantation",2017,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",409,"",,53,59,,5,10.1016/j.nimb.2017.06.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021232213&partnerID=40&md5=1e68e8e5fe75af5c07f2cbac4c560fe0",Article,Final,,Scopus,2-s2.0-85021232213
"Zhang, S.-T., Rouvière, J.-L., Consonni, V., Roussel, H., Rapenne, L., Pernot, E., Muñoz-Rojas, D., Klein, A., Bellet, D.","57192651421; 7004558167; 12795132600; 55589276900; 23095329800; 6603716100; 8369962600; 26643060800; 57206439025","High quality epitaxial fluorine-doped SnO<inf>2</inf> films by ultrasonic spray pyrolysis: Structural and physical property investigation",2017,"Materials and Design",132,"",,518,525,,5,10.1016/j.matdes.2017.07.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025669112&partnerID=40&md5=f90d34920ae3ea14363e08f52a4f7285",Article,Final,,Scopus,2-s2.0-85025669112
"Wildes, A.R., Simonet, V., Ressouche, E., Ballou, R., McIntyre, G.J.","7004172582; 57210180534; 7005126624; 7005423928; 7102465973","The magnetic properties and structure of the quasi-two-dimensional antiferromagnet CoPS<inf>3</inf>",2017,"Journal of Physics Condensed Matter",29,"45", 455801,,,,8,10.1088/1361-648X/aa8a43,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037733916&partnerID=40&md5=131ce3898fbf5c62ee1260816117fabc",Article,Final,,Scopus,2-s2.0-85037733916
"Allart, D., Montaru, M., Gualous, H.","57197783347; 35772868100; 6602810851","Thermal model of battery for high capacity energy storage systems cell scale model and experimental validation",2017,"International Conference on Green Energy and Conversion Systems, GECS 2017",,"", 8066226,,,,1,10.1109/GECS.2017.8066226,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034743301&partnerID=40&md5=2a5863b3c00a63cade8249e6c4f9ae10",Conference Paper,Final,,Scopus,2-s2.0-85034743301
"Audeoud, H.-J., Heusse, M.","57188926644; 6506097574","Experimental Comparison of Routing Protocols for Wireless Sensors Networks: Routing Overhead and Asymmetric Links",2017,"Proceedings of the 29th International Teletraffic Congress, ITC 2017",1,"", 8064339,55,62,,3,10.23919/ITC.2017.8064339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040185878&partnerID=40&md5=229c80fd7b6fcea078fb4beea17d95a7",Conference Paper,Final,,Scopus,2-s2.0-85040185878
"Grenet, T., Delahaye, J.","6603675794; 7101625788","Evidence for thermal activation in the glassy dynamics of insulating granular aluminum conductance",2017,"Journal of Physics Condensed Matter",29,"45", 455602,,,,,10.1088/1361-648X/aa8b53,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037739038&partnerID=40&md5=ab16a146e91ea0a4e8d592739ded876d",Article,Final,,Scopus,2-s2.0-85037739038
"Dupré, N., Moreau, P., De Vito, E., Quazuguel, L., Boniface, M., Kren, H., Bayle-Guillemaud, P., Guyomard, D.","6604092356; 57200225616; 22633259800; 57189266345; 56708423300; 36698020100; 55907221500; 7006310142","Carbonate and Ionic Liquid Mixes as Electrolytes to Modify Interphases and Improve Cell Safety in Silicon-Based Li-Ion Batteries",2017,"Chemistry of Materials",29,"19",,8132,8146,,4,10.1021/acs.chemmater.7b01963,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032857096&partnerID=40&md5=d1e8e4bdcf41e4e89beccfcad0397a0d",Article,Final,,Scopus,2-s2.0-85032857096
"Mention, G., Vivier, M., Gaffiot, J., Lasserre, T., Letourneau, A., Materna, T.","8263656200; 23020305500; 38961227500; 6701707330; 12244556600; 7003463450","Reactor antineutrino shoulder explained by energy scale nonlinearities?",2017,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",773,"",,307,312,,3,10.1016/j.physletb.2017.08.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029543719&partnerID=40&md5=ddbf54bbf9170011351f6b10fa0af1ce",Article,Final,Open Access,Scopus,2-s2.0-85029543719
"Sylla, A.N., Louvel, M., Rutten, E., Delaval, G.","57192983021; 35078807500; 56276265500; 15064030600","Design Framework for Reliable Multiple Autonomic Loops in Smart Environments",2017,"Proceedings - 2017 IEEE International Conference on Cloud and Autonomic Computing, ICCAC 2017",,"", 8064061,131,142,,8,10.1109/ICCAC.2017.20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035357375&partnerID=40&md5=da8a66efe2b3480e500ec0062175e28d",Conference Paper,Final,,Scopus,2-s2.0-85035357375
"Chen, J., Travelet, C., Borsali, R., Halila, S.","57196042726; 15849609600; 57210202005; 57191567744","Hemicellulosic Polysaccharides Mimics: Synthesis of Tailored Bottlebrush-Like Xyloglucan Oligosaccharide Glycopolymers as Binders of Nanocrystalline Cellulose",2017,"Biomacromolecules",18,"10",,3410,3417,,,10.1021/acs.biomac.7b01056,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031299052&partnerID=40&md5=7bb5edb8a0c545d852d96c6dbc86b360",Article,Final,,Scopus,2-s2.0-85031299052
"Goenaga, E., Ferrieux, J.-P., Frey, D., Roudet, J.","55774312900; 7004912963; 7102907729; 7003920244","Wireless power supply for rotating piezoelectric actuators in high performance aeronautic drilling systems",2017,"EPE Journal (European Power Electronics and Drives Journal)",27,"4",,167,177,,,10.1080/09398368.2017.1417784,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038629806&partnerID=40&md5=11b78937ebe7b9ff4edee799ec8a637f",Article,Final,,Scopus,2-s2.0-85038629806
"Toe, D., Bourrier, F., Olmedo, I., Monnet, J.-M., Berger, F.","55596842200; 24398482800; 55619181400; 36721848700; 35071121700","Analysis of the effect of trees on block propagation using a DEM model: implications for rockfall modelling",2017,"Landslides",14,"5",,1603,1614,,3,10.1007/s10346-017-0799-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015610979&partnerID=40&md5=a7982a0859f6bb5b44a1fb57bec9dc0c",Article,Final,,Scopus,2-s2.0-85015610979
"Faure, A., Michailidis, G., Parry, G., Vermaak, N., Estevez, R.","57191968956; 56112561800; 7103406670; 24333412900; 23972581000","Design of thermoelastic multi-material structures with graded interfaces using topology optimization",2017,"Structural and Multidisciplinary Optimization",56,"4",,823,837,,19,10.1007/s00158-017-1688-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018497993&partnerID=40&md5=f113d0afc77adbbb256f85df77f84989",Article,Final,,Scopus,2-s2.0-85018497993
"Tardu, S.","6701432885","Near wall dissipation revisited",2017,"International Journal of Heat and Fluid Flow",67,"",,104,115,,2,10.1016/j.ijheatfluidflow.2017.03.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016087274&partnerID=40&md5=3cc7a185d626f357f891d4c969546868",Article,Final,,Scopus,2-s2.0-85016087274
"Berthier, J., Brakke, K.A., Gosselin, D., Navarro, F., Belgacem, N., Chaussy, D., Berthier, E.","7006500311; 6602604935; 56382186200; 57190013090; 7003580370; 6602564937; 22940082600","On the halt of spontaneous capillary flows in diverging open channels",2017,"Medical Engineering and Physics",48,"",,75,80,,3,10.1016/j.medengphy.2017.05.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020690241&partnerID=40&md5=0b7f40139bc970bae13fabc58f4cfa53",Article,Final,,Scopus,2-s2.0-85020690241
"Zouaoui, J., Di Sieno, L., Hervé, L., Pifferi, A., Farina, A., Mora, A.D., Derouard, J., Dinten, J.-M.","56798630100; 55745971700; 8417986600; 7004537463; 23004120100; 23003952800; 6603963828; 6602470585","Chromophore decomposition in multispectral time-resolved diffuse optical tomography",2017,"Biomedical Optics Express",8,"10", #297001,4772,4787,,1,10.1364/BOE.8.004772,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031015887&partnerID=40&md5=f87ca1c66d80460302162d03b3b003ab",Article,Final,,Scopus,2-s2.0-85031015887
"Salvatore, E., Modoni, G., Andò, E., Albano, M., Viggiani, G.","56367233500; 6507939179; 41460910700; 56376918700; 36171401500","Determination of the critical state of granular materials with triaxial tests",2017,"Soils and Foundations",57,"5",,733,744,,3,10.1016/j.sandf.2017.08.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030685103&partnerID=40&md5=5abf234307127576187e56be9ec8a414",Article,Final,Open Access,Scopus,2-s2.0-85030685103
"Schaeffer, N., Jault, D., Nataf, H.-C., Fournier, A.","12805837200; 57204994381; 6701640752; 7401993783","Turbulent geodynamo simulations: A leap towards Earth's core",2017,"Geophysical Journal International",211,"1",,1,29,,47,10.1093/gji/ggx265,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037171313&partnerID=40&md5=2a32a37dce16dd90f8e1933a553f33bd",Article,Final,Open Access,Scopus,2-s2.0-85037171313
"Kariniotakis, G., Martini, L., Caerts, C., Brunner, H., Retiere, N.","8289899400; 7101858216; 57188987303; 56249688700; 6602711549","Challenges, innovative architectures and control strategies for future networks: The Web-of-Cells, fractal grids and other concepts",2017,"CIRED - Open Access Proceedings Journal",2017,"1",,2149,2152,,7,10.1049/oap-cired.2017.1287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046946512&partnerID=40&md5=6285ccc512a8bd06c16979b29fd57aca",Conference Paper,Final,,Scopus,2-s2.0-85046946512
"Métivier, C., Li, C., Magnin, A.","25225791600; 56999495200; 7006831693","Origin of the onset of Rayleigh-Bénard convection in a concentrated suspension of microgels with a yield stress behavior",2017,"Physics of Fluids",29,"10", 104102,,,,4,10.1063/1.4995699,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030771480&partnerID=40&md5=e99231eed168c53883242c6971f622c0",Article,Final,,Scopus,2-s2.0-85030771480
